Started phase 0, duration: 60s @ 10:39:14(-0800) 2019-03-08
house 7743888 '425 Mohr Pine' sold for 2463399
house 8245987 '4294 Christa Ridges' sold for 13796178
house 8167513 '43167 Arturo Ports' sold for 9863715
house 9421527 '767 Pacocha Passage' sold for 16457621
house 7835394 '9716 Fausto Place' sold for 1499364
house 8328328 '817 Kunze Shoal' sold for 5040118
house 9016130 '28614 Raphaelle Freeway' sold for 15716805
house 9566605 '883 Lockman Crest' sold for 20198087
house 8796601 '6429 Schuppe Coves' sold for 2591143
house 7583081 '89070 Anne Green' sold for 16302524
house 7658633 '43141 Ariel Crescent' sold for 9453808
house 9435944 '63737 Bogisich Route' sold for 19195729
house 8070487 '9801 Abbie Inlet' sold for 19087266
house 9265901 '8026 Christiansen Hill' sold for 1689766
house 8167298 '84083 Homenick Oval' sold for 9873099
house 8825257 '0270 Abbott Manor' sold for 21804485
house 9823878 '51421 Yvette Spur' sold for 3370150
house 7889327 '10354 Eloisa Roads' sold for 16101790
house 7875764 '371 Raleigh Parkways' sold for 18595673
house 8234719 '60368 Delia Mountain' sold for 9628958
house 8184619 '4101 Mayert Camp' sold for 19116928
house 9240635 '2104 Pacocha Mountains' sold for 29202540
house 9861072 '321 Gleason Vista' sold for 14972759
house 7829020 '9916 Erdman Light' sold for 22890146
house 8731448 '05946 Kutch Mill' sold for 2341150
house 9397285 '7804 Jo Springs' sold for 27252309
house 8042268 '8938 Zieme Forks' sold for 23647374
house 7637997 '18435 Roger Glen' sold for 4442567
house 9502800 '49989 Runolfsson Ways' sold for 26235194
house 8828196 '733 McDermott Parkway' sold for 15851347
house 7672379 '18559 Delphia Shoal' sold for 24806724
house 9706705 '587 Raynor Club' sold for 15085258
house 7693042 '64781 Russel Fords' sold for 11692762
house 7972509 '20476 Rutherford Inlet' sold for 19924587
house 8242177 '98309 Helene Mountain' sold for 19462572
house 8150418 '7210 Elinore Rue' sold for 20849896
house 7980086 '38372 Kassulke Creek' sold for 21425871
house 7837190 '8808 Barrett Mountains' sold for 19990908
house 9843630 '26637 Kertzmann Camp' sold for 8681481
house 7952485 '05913 Ava Courts' sold for 26798265
house 9772828 '2351 Brycen Turnpike' sold for 12031361
house 9410464 '4884 Kayley Rest' sold for 27316808
house 8954911 '11994 Moore Heights' sold for 23812807
house 8221289 '53298 Boyer Light' sold for 21184517
house 8767908 '18708 Tremblay Stravenue' sold for 22569745
house 8767729 '06238 Jenkins Well' sold for 1316909
house 8639219 '2491 McKenzie Cove' sold for 10360926
house 7963849 '178 Gerlach Street' sold for 26327756
house 8332304 '27388 Alison Square' sold for 23712266
house 9206346 '04679 Lauretta Turnpike' sold for 2605510
house 9830254 '4848 McLaughlin Walks' sold for 13521589
house 9416876 '38323 Mariana Crossing' sold for 14235846
house 9102871 '432 Ariel Plain' sold for 26823875
house 8549817 '9506 Lottie Mountain' sold for 4829922
house 9396886 '6511 Haley Mills' sold for 16869092
house 8118380 '72089 Lehner Via' sold for 13591328
house 9380975 '269 Damien Radial' sold for 22821043
house 9721228 '33154 Kelton Rest' sold for 23518147
house 9831484 '974 Mosciski Center' sold for 25202799
house 9524779 '93982 McDermott Drive' sold for 8488811
house 8253304 '60532 Yundt Rapid' sold for 6722871
house 8626348 '71552 Von Dale' sold for 19115962
house 9736994 '819 Harvey Landing' sold for 4130736
house 7417169 '816 Donnelly Forks' sold for 9927991
house 9439421 '184 Stark Lodge' sold for 24491592
house 8413997 '9888 Alyson Prairie' sold for 24729509
house 7699467 '53569 Leannon Burg' sold for 9137977
house 8730119 '6209 Nicholas Forks' sold for 27079648
house 9925894 '373 Abernathy Isle' sold for 9670684
house 9066508 '373 Bettie Manor' sold for 28335048
house 9320594 '55643 Stracke Square' sold for 12432646
house 8423492 '5496 Virginie Forge' sold for 29311825
house 9262573 '827 Larkin Plaza' sold for 4312395
house 8013240 '567 Zoie Common' sold for 27569105
house 7655118 '06778 Kulas Fords' sold for 22328934
house 8107028 '8815 Homenick Bypass' sold for 27960640
house 7530522 '57727 Vergie Wall' sold for 15483022
house 8053658 '7500 Sebastian Ports' sold for 29892320
house 7855204 '2309 Koch Spur' sold for 13544960
house 9622365 '81904 Hettinger Dam' sold for 9447107
house 9131804 '42308 Asia Crossroad' sold for 13025459
house 9619703 '7231 Justen Isle' sold for 4264866
house 7955628 '140 Pagac Station' sold for 3833059
house 8246508 '89392 O'Hara Hill' sold for 18490172
house 7789017 '26342 Clint Road' sold for 15670735
house 8646492 '93350 Schumm Glens' sold for 29590784
house 8489999 '70200 Dane Forest' sold for 15605652
house 7660746 '683 Shanon Forest' sold for 19930689
house 9446217 '2224 Cleo Pass' sold for 21204418
house 9229830 '43358 Effertz Summit' sold for 1262590
house 9970681 '2061 Quigley Lodge' sold for 19331613
house 8755616 '53746 Norma Islands' sold for 24901690
house 8870376 '933 Dora Alley' sold for 29543662
house 8338518 '75096 Ruecker Crest' sold for 22535333
house 9717912 '198 Graham Plaza' sold for 14847092
house 8082793 '35322 Olson Lights' sold for 12490153
house 9821555 '515 Leopoldo Orchard' sold for 15066324
house 8792932 '54365 Boyle Junction' sold for 6845328
house 8186134 '4812 Cremin Ports' sold for 22814584
house 7963210 '7545 Grimes Square' sold for 5881129
house 8130036 '59145 Ritchie Route' sold for 25522382
house 8475013 '3345 Schowalter Fords' sold for 5427696
house 8466191 '1812 Emmerich Springs' sold for 7119269
house 9024453 '721 Kelley Prairie' sold for 9588377
house 8930366 '0577 Americo Haven' sold for 7383151
house 7837415 '6271 Koepp Club' sold for 21479904
house 8657158 '2569 Kub Summit' sold for 23294828
house 8699727 '28928 Cruickshank Pass' sold for 15884756
house 9992116 '85311 Konopelski Isle' sold for 4290592
house 9310724 '002 Easter Islands' sold for 4045129
house 7552926 '573 Tamara Mews' sold for 29925719
house 7589144 '0579 Celia Court' sold for 19721992
house 9548457 '83016 Nathaniel Plains' sold for 5793748
house 8364599 '2476 Mckenzie Curve' sold for 6408531
house 7492005 '317 Hermann Village' sold for 28868149
house 8090961 '94127 O'Keefe Loop' sold for 21168400
house 9255899 '493 Johnston Circles' sold for 10530891
house 9341964 '5744 Hartmann Forges' sold for 7052264
house 9138282 '2702 Lafayette Corners' sold for 29627577
house 9721189 '17519 Ella Valleys' sold for 7833924
house 8032763 '6318 Kuvalis Crescent' sold for 13431010
house 8957714 '99492 Cortney Lane' sold for 13737260
house 7694786 '715 Watsica Corner' sold for 11233591
house 7697441 '1418 Laurie Road' sold for 2165654
house 9096719 '6265 Rogers Tunnel' sold for 5711705
house 9301244 '687 Rolfson Walks' sold for 4249951
house 8395462 '294 Kshlerin Groves' sold for 19556739
house 8112149 '88821 Wilford Cliff' sold for 10385965
house 7994000 '679 Eichmann Stream' sold for 23024887
house 8510071 '816 Christ River' sold for 19887567
house 7575349 '1033 Gennaro Islands' sold for 14559890
house 9868450 '488 Savanah Club' sold for 16408853
house 9567209 '591 Joannie Tunnel' sold for 15573367
house 8921974 '208 Jasen Mountain' sold for 10873216
house 7552244 '47802 Witting Route' sold for 5556502
house 8562825 '958 Huel Summit' sold for 24153972
house 9146005 '45839 Blanca Cliffs' sold for 3382923
house 8090812 '90196 Haag Estate' sold for 26766161
house 7902131 '2824 Pablo Circle' sold for 8439200
house 9749640 '29785 Hand Curve' sold for 21809207
house 7757010 '290 Torp Summit' sold for 20954007
house 7809948 '94946 Dario Spring' sold for 9418436
house 7791876 '0797 Pollich Islands' sold for 18861237
house 7836402 '4815 Alisha Stravenue' sold for 23578249
house 7934476 '685 Mafalda Loop' sold for 25310443
house 8581194 '8568 Zieme Isle' sold for 21547416
house 8952680 '198 Powlowski Landing' sold for 12768832
house 8171796 '8601 Gino Streets' sold for 17873860
house 8808596 '48058 Senger Mount' sold for 9054993
house 8145031 '8237 Balistreri Lock' sold for 4764942
house 9345993 '00593 Kailyn Club' sold for 7955561
house 8803378 '42189 Korbin Ferry' sold for 9493960
house 8290993 '501 Wolf Plain' sold for 1474366
house 7717292 '2840 Rau Way' sold for 9080860
house 9511595 '534 Pfeffer Track' sold for 5543301
house 9135570 '4606 Reymundo Ridge' sold for 2577298
house 7920188 '6488 Gerlach Street' sold for 14882949
house 8460774 '157 Chaz Ville' sold for 3201098
house 9789206 '50943 Rebekah Green' sold for 25014649
house 9707403 '36353 Marta Underpass' sold for 26261921
house 9820218 '046 Dayton Crossroad' sold for 22863483
house 9048807 '27362 Jamir Causeway' sold for 8445737
house 8634914 '30500 Collier Terrace' sold for 12129820
house 9388445 '814 Georgiana Lodge' sold for 29754011
house 9316465 '1303 Sadye Causeway' sold for 16028675
house 8852674 '14045 Juliet Center' sold for 7201741
house 9816205 '88095 Jed Locks' sold for 15170269
house 9451700 '7376 Gaylord Vista' sold for 10875943
house 7495253 '505 Vesta Stream' sold for 28155883
house 8011511 '6920 Maritza Underpass' sold for 15505635
house 9223559 '4757 Beulah Plain' sold for 10462562
house 8364304 '062 Judy Islands' sold for 6887455
house 8251326 '7561 Cormier Highway' sold for 12360225
house 8568920 '2051 Delfina Field' sold for 23299195
house 8099769 '34133 Pouros Union' sold for 5582814
house 9020461 '7189 Christop Land' sold for 27389891
house 8447730 '78276 Gutkowski Haven' sold for 28856681
house 8894377 '5075 Sheila Burgs' sold for 29775493
house 7887846 '617 Elinore Mountain' sold for 8512567
house 8897388 '5883 Wolf Crossroad' sold for 4898669
house 7467740 '33905 Rahul Parkway' sold for 18698162
house 7676622 '04807 Halvorson Junction' sold for 12032474
house 7658782 '061 Jacobs Drives' sold for 26333424
house 7610107 '43896 Karelle Overpass' sold for 9009536
house 8157122 '774 Towne Oval' sold for 1825950
house 7956586 '68835 Toy Loop' sold for 12617546
house 7716249 '605 Kaci Island' sold for 29493168
house 9614213 '06786 Nitzsche Flat' sold for 27965190
house 9367060 '29875 Donald Pine' sold for 3377495
house 8033969 '0819 Jalyn Prairie' sold for 22613648
house 7819072 '11399 MacGyver Common' sold for 12652246
house 8296230 '6679 Fernando Curve' sold for 6117050
house 8344404 '1582 Raven Tunnel' sold for 23516672
house 7475806 '203 Ashton Motorway' sold for 12050859
house 8855460 '75679 Hammes Overpass' sold for 18902808
house 9597843 '26124 Mann Street' sold for 26612453
house 7583573 '938 Okuneva Extensions' sold for 18733945
house 9598733 '7944 Flatley Mission' sold for 22307590
house 8421985 '38603 Sonny Hollow' sold for 12627179
house 9342032 '3729 O'Kon Crossing' sold for 9867513
house 7788147 '8974 Bonnie Heights' sold for 5654085
house 9274887 '280 Renner Divide' sold for 28093894
house 9813600 '2786 Wyman Lane' sold for 14761496
house 9182754 '0120 Terrill Bypass' sold for 16227328
house 8860188 '697 Alayna Ferry' sold for 19785462
house 7773850 '17279 Bernier Valley' sold for 7368528
house 7809217 '50167 Reichert Streets' sold for 12169212
house 9611751 '73871 Deangelo Roads' sold for 12296816
house 7528721 '890 Ari Roads' sold for 3290246
house 7882813 '985 Maximo Alley' sold for 26317033
house 9871917 '874 Brendan Lock' sold for 23954660
house 8564901 '466 Jannie Extensions' sold for 15461073
house 7745103 '875 Kellen Course' sold for 10623243
house 8949492 '980 Herman Row' sold for 20127815
house 8393374 '590 Hertha Branch' sold for 28725719
house 9398577 '78709 Sherwood Springs' sold for 9973875
house 9008221 '0594 Michale Courts' sold for 17375067
house 7680011 '2366 Makenna Village' sold for 24529976
house 7886836 '00747 Wyman Dam' sold for 29400328
house 7691667 '3427 Kautzer Union' sold for 8381949
house 9819220 '308 Rice Underpass' sold for 1425893
house 9668833 '160 Keegan Falls' sold for 26987147
house 9900741 '74891 Barton Fords' sold for 15297869
house 9515677 '619 Mertz Well' sold for 8048158
house 7850111 '144 Runolfsson River' sold for 3681934
house 9778644 '88982 Bianka Causeway' sold for 2371299
house 7491527 '8930 Don Lock' sold for 12460192
house 9003094 '099 Andy Lake' sold for 21878567
house 9684635 '0664 Hackett Village' sold for 26660447
house 7970372 '593 Malinda Turnpike' sold for 27086913
house 7515356 '44729 Betsy Station' sold for 2154166
house 7690076 '908 Joanny Springs' sold for 27958085
house 9178817 '541 Hintz Streets' sold for 14936350
house 9678226 '8208 Arturo Ports' sold for 5520980
house 8530026 '701 Kuhlman Branch' sold for 7035812
house 8974368 '73189 Stuart Lakes' sold for 24482420
house 9701404 '534 Myrtice Rapid' sold for 7229735
house 9166762 '0626 Leonora Mountain' sold for 10026579
house 9733834 '25650 Hoyt Burg' sold for 10204629
house 8421750 '2832 Beulah Key' sold for 13233666
house 9317437 '035 Piper Lights' sold for 23362717
house 9983708 '355 Corkery Dam' sold for 1152911
house 8846982 '987 Thalia Ports' sold for 11556174
house 7705891 '98324 Dan Cliff' sold for 6624877
house 9192902 '1700 Judge Court' sold for 26437714
house 9454670 '6787 Miller Inlet' sold for 24465802
house 9770522 '50247 Lucio Club' sold for 5564662
house 7770161 '8093 Jairo River' sold for 9453013
house 7543603 '010 Weissnat Stream' sold for 12754414
house 8643161 '9336 Camron Mountains' sold for 10371388
house 7584687 '27948 Cormier Light' sold for 3532809
house 8945727 '44528 Noah Mews' sold for 25986480
house 7838917 '651 Koss Mountains' sold for 20983415
house 9068293 '944 Abbott Course' sold for 1892628
house 8938981 '495 Stiedemann Mall' sold for 14673772
house 7590124 '7780 Pouros Pines' sold for 12536805
house 8135412 '40822 Cordie Place' sold for 18740601
house 8490390 '6355 Orrin Crest' sold for 15825502
house 7673758 '022 Jean Ville' sold for 12536478
house 8597197 '0024 Sporer Park' sold for 18534359
house 9697080 '00681 Zulauf Villages' sold for 8435355
house 7974038 '78781 Hardy Flats' sold for 17657514
house 8008037 '99283 Jettie Crossroad' sold for 7046934
house 7510760 '132 Cartwright Fort' sold for 20565265
house 8640491 '71207 Yundt Valley' sold for 1810238
house 8791194 '981 Eleanore Mountains' sold for 6477236
house 9279667 '93590 Shakira Ford' sold for 15766535
house 8337061 '683 Unique Mountains' sold for 20175700
house 9714089 '3025 Luettgen Valley' sold for 15056918
house 9815634 '846 Haleigh Locks' sold for 19012672
house 9239425 '1202 Pearl Inlet' sold for 26912252
house 9269684 '32471 Ernest Heights' sold for 27156522
house 9582417 '63459 Antonia Drives' sold for 1931951
house 8503581 '4723 Tromp Mission' sold for 603270
house 9877369 '00800 King Mountains' sold for 28886383
house 8548106 '214 Bria Rest' sold for 6162670
house 9229379 '89412 Margarett Trafficway' sold for 25253854
house 8225540 '673 Violet Burg' sold for 28510506
house 8029418 '8775 Feest Prairie' sold for 17420668
house 9060162 '11927 Gwendolyn Springs' sold for 3002638
house 9899749 '72174 Pacocha Spring' sold for 6545351
house 7714053 '6346 Donnell Inlet' sold for 17554703
house 9017622 '2769 Mante Lock' sold for 24245582
house 7908850 '44601 Oma Road' sold for 14692735
house 7616449 '653 Ronaldo Stravenue' sold for 24636572
house 8858619 '5478 Geovanni Road' sold for 26322476
house 8946179 '900 Ransom Freeway' sold for 3084021
house 8776479 '645 Herzog Village' sold for 25039508
house 9666227 '34089 Lyric Vista' sold for 20858900
house 9064076 '81235 Kuhn Brooks' sold for 2272383
house 7921263 '188 Anya Villages' sold for 27251812
house 7521874 '031 Mona Mount' sold for 27926112
house 8884915 '10791 Lenny Mews' sold for 10751860
house 8939482 '77310 Von Loop' sold for 27401878
house 7655850 '3114 Quinten Glens' sold for 925051
house 7677241 '7795 Reanna Island' sold for 24213227
house 7984939 '88651 Sylvia Mountains' sold for 21564696
house 7973210 '187 Rutherford Course' sold for 22371959
house 7419277 '58975 Pfeffer Motorway' sold for 12354775
house 8298212 '46290 Bessie Ports' sold for 9679611
house 9083066 '1122 Heathcote Mews' sold for 5302278
house 8429901 '334 Schmitt Vista' sold for 9831784
house 7497807 '5627 Elvera Overpass' sold for 10485934
house 7598016 '46184 Jakayla Road' sold for 29388426
house 8612620 '9503 Morar Streets' sold for 13379454
house 8364993 '6130 Yost Mountains' sold for 9334325
house 9302594 '5176 Collins Village' sold for 960749
house 8057030 '4510 Bayer Grove' sold for 17116497
house 8990731 '211 Cremin Plaza' sold for 22206496
house 9717036 '34189 Bogan Inlet' sold for 7261891
house 8049233 '42238 Ciara Radial' sold for 712638
house 9938465 '4794 Bradtke Gateway' sold for 6982427
house 8099867 '6898 Arno Garden' sold for 16750950
house 9790484 '96704 Orval Knoll' sold for 8352167
house 8481533 '7017 Prosacco Row' sold for 10294899
house 9565901 '074 Rodriguez Shores' sold for 10953587
house 8818060 '456 Rohan Ford' sold for 9474347
house 9067074 '544 Myrtis Drives' sold for 26671097
house 8234893 '046 Orn Field' sold for 18620210
house 7833560 '8833 Kris Fields' sold for 25436044
house 8067680 '1093 Mueller Pike' sold for 15019622
house 8365650 '16566 Luettgen Rue' sold for 17730382
house 9040642 '65621 Hilton Plain' sold for 5263525
house 8905039 '1769 Boyer Grove' sold for 6377335
house 7812099 '4398 Allene Oval' sold for 18760584
house 7511462 '25157 Murazik Curve' sold for 5854539
house 7829719 '8323 Bogan Vista' sold for 24930288
house 7494300 '797 Armstrong Pike' sold for 22657975
house 9856749 '131 Crist Plaza' sold for 10005319
house 7714623 '1577 Rodriguez View' sold for 11796501
house 7615987 '79194 Rodger Road' sold for 4043512
house 7867240 '6594 Schowalter Drive' sold for 21247499
house 8401161 '37420 Sauer Fort' sold for 22561422
house 9066793 '58393 Annabell Plaza' sold for 6062568
house 7877931 '290 Rudolph Valley' sold for 6252639
house 7762996 '9860 Luettgen Stravenue' sold for 28070282
house 8177877 '314 Johnson Parkways' sold for 874439
house 8081277 '463 Hills Knoll' sold for 10479352
house 9954592 '22608 Hyatt Light' sold for 17902280
house 8510802 '216 Batz Ford' sold for 5143914
house 8216633 '14542 Whitney Mills' sold for 20572105
house 7511083 '62577 Lehner Port' sold for 29441576
house 8188804 '574 Monte Road' sold for 12480675
house 8653693 '32878 Casper Camp' sold for 24917866
house 9840565 '182 Gleichner Heights' sold for 7395951
house 8834636 '8633 Jast Junction' sold for 9349317
house 8367551 '35583 Travon Glen' sold for 4290710
house 9052897 '486 Bulah Avenue' sold for 1801973
house 8773872 '47892 Runolfsdottir Vista' sold for 5704466
house 8726107 '955 Ervin Drive' sold for 17191268
house 8967535 '67219 Avery Corner' sold for 23639326
house 8063214 '43841 Jacobs Ranch' sold for 1210398
house 7687274 '8209 Norwood Loop' sold for 17809799
house 8783563 '961 O'Reilly Parks' sold for 4469601
house 7916693 '3033 Roberts Fort' sold for 24021278
house 7740926 '2449 Jovanny Curve' sold for 26190420
house 7912339 '57068 Zulauf Creek' sold for 19768097
house 8454639 '41694 Monica Burg' sold for 7775000
house 7953674 '3817 Alda Isle' sold for 5209244
house 7702502 '216 Cole Creek' sold for 2856759
house 7878745 '649 Crist Roads' sold for 23083701
house 8605947 '771 Hoppe Square' sold for 13030133
house 9102036 '8765 Reichel Centers' sold for 23701335
house 8802316 '4427 Cassin Valleys' sold for 2392151
house 7690115 '3424 Hollie Parks' sold for 24806370
house 9552455 '4379 Huels Drive' sold for 28290494
house 8951009 '675 Block Rapid' sold for 8608234
house 8344353 '26698 Marc Brooks' sold for 26591438
house 7567921 '99936 Bartoletti Light' sold for 11496344
house 9387918 '1253 Rylee Common' sold for 5128461
house 7877060 '5719 Walker Hollow' sold for 22656977
house 9585407 '45481 Maggio Forges' sold for 28401948
house 7930549 '80986 Leannon Station' sold for 14941350
house 9131620 '32085 Mateo Rue' sold for 13779169
house 9730279 '7670 Alvera Rapids' sold for 1181071
house 9112207 '23554 Rempel Bypass' sold for 17592124
house 9712304 '047 Niko Rapid' sold for 21299898
house 8580177 '32514 Hester Estate' sold for 22467535
house 7623553 '0712 Carroll Greens' sold for 4062292
house 9116139 '684 Adela Islands' sold for 6381313
house 8306866 '75431 Walsh Shore' sold for 26001974
house 8338293 '87331 Elise Pine' sold for 15636374
house 9306437 '787 DuBuque Pine' sold for 982547
house 9847799 '173 Bailey Points' sold for 14679706
house 8086123 '856 Pouros Roads' sold for 14755871
house 9940554 '579 Tiana Skyway' sold for 20006233
house 9238322 '610 Josefa Isle' sold for 19771176
house 7914359 '357 Erdman Rapids' sold for 12140198
house 9467033 '82678 Stehr Shores' sold for 21130834
house 8193956 '59790 Cleta Plain' sold for 25011358
house 7703822 '749 Vella Courts' sold for 5310930
house 7585334 '3843 Franecki Prairie' sold for 6904728
house 9789526 '4865 Schmitt Springs' sold for 10454373
house 9323385 '27663 Spinka Crescent' sold for 27437602
house 8716328 '9105 Lyla Unions' sold for 22059395
house 7551190 '713 Mosciski Trace' sold for 28963698
house 9727055 '0713 Cara Meadow' sold for 9128086
house 8528766 '100 Block Canyon' sold for 21571721
house 9597736 '64976 Wilmer Roads' sold for 7426698
house 8758225 '570 Clark Rapid' sold for 6320870
house 8483092 '6992 Huels Ridges' sold for 20532280
house 7752470 '00852 Gerlach Mall' sold for 6174158
house 7939685 '509 Laron River' sold for 21264077
house 8227973 '48174 Milton Route' sold for 22585080
house 7679327 '90650 Jaiden Walk' sold for 25681125
house 7726984 '44581 Martin Spur' sold for 16740191
house 7442621 '310 Luna Circle' sold for 6698634
house 7468919 '755 Kuphal Mount' sold for 17835123
house 9840711 '42273 Williamson Skyway' sold for 21611997
house 8342688 '0655 Dickens Ferry' sold for 17826155
house 9771953 '633 Dach Bypass' sold for 13742318
house 7867798 '164 Walsh Pass' sold for 9695329
house 9341128 '7993 Schumm Rue' sold for 23993183
house 8610282 '9639 Thelma Inlet' sold for 1127985
house 9027714 '4936 Kelly Curve' sold for 29313946
house 9683512 '300 Jannie Key' sold for 18705243
house 9253447 '8876 Myrna Pass' sold for 12335967
house 9070137 '12539 Eldridge Mills' sold for 20368456
house 8095265 '875 Weissnat Terrace' sold for 20640911
house 8192049 '9240 Frami Inlet' sold for 24381192
house 9195636 '1602 Colleen Trail' sold for 16556948
house 9023559 '078 Bauch Lakes' sold for 22050797
house 8540212 '290 Clementina Bypass' sold for 23658407
house 9412709 '69908 Otto Brook' sold for 10534180
house 7483338 '422 Dicki Plaza' sold for 9990285
house 8411984 '68628 Cruz Cape' sold for 18434861
house 9933528 '6764 Watsica Fork' sold for 28225366
house 7915211 '3454 Erica Square' sold for 27357863
house 8704490 '933 Cathy Unions' sold for 22583156
house 8077466 '78503 Price Mountain' sold for 22765859
house 7616133 '389 Kennedy Falls' sold for 3847592
house 8300058 '3594 Jackie Alley' sold for 20889201
house 8737946 '983 Cummerata Ports' sold for 10785978
house 7660598 '3636 Bartoletti Extensions' sold for 24938763
house 8786190 '183 Ismael Dale' sold for 22899292
house 9893535 '228 Upton Station' sold for 27827607
house 9842172 '48756 Spencer Key' sold for 7924500
house 7459373 '9235 Ollie Camp' sold for 21654750
house 9757844 '94473 Ferne Loaf' sold for 2426911
house 8867219 '06974 Lorena Crest' sold for 20583691
house 7879388 '61484 Alison Prairie' sold for 15347359
house 8472212 '9905 Fritsch Trail' sold for 11067852
house 9656415 '2776 Joy Squares' sold for 9744223
house 9524813 '054 Meggie Valley' sold for 4393403
house 7669112 '393 Williamson Plaza' sold for 11726199
house 9934117 '106 Margie Village' sold for 1369298
house 8592443 '7428 Hazel Corner' sold for 17668117
house 7667456 '469 Rutherford Harbors' sold for 22402314
house 9597225 '640 Salvador Throughway' sold for 1765967
house 8611749 '65740 Satterfield Island' sold for 27129261
house 7575210 '3175 Kaden Lights' sold for 4085942
house 9143528 '67825 Collier Rapid' sold for 22503528
house 8430923 '20499 Rippin Lock' sold for 29694873
house 8149518 '67221 Klein Crest' sold for 28469764
house 8129633 '164 Breitenberg Shores' sold for 24218282
house 8045251 '300 Schaefer Key' sold for 26442582
house 8011335 '41681 Aniyah Shoals' sold for 10485928
house 8313733 '3367 Winnifred Extensions' sold for 2753163
house 8956620 '615 Thea Spurs' sold for 14331008
house 9989439 '2967 Lynch Road' sold for 20016129
house 8454684 '3111 Sanford Junction' sold for 27743920
house 7647050 '38806 Eric Mill' sold for 2003474
house 7734221 '5939 Gideon Fords' sold for 1364770
house 8998216 '1846 Loyce Light' sold for 13701138
house 8393823 '324 Muller Courts' sold for 16349738
house 9430525 '30134 Lorine Pine' sold for 11858165
house 8166052 '062 Erdman Gardens' sold for 15569440
house 9843960 '116 Metz Roads' sold for 3050041
house 9024037 '582 Kylee Club' sold for 20667990
house 7887878 '06777 Rosenbaum Fall' sold for 10467976
house 8052731 '7758 Friesen Parkway' sold for 17583456
house 8525418 '241 Stiedemann Club' sold for 22050885
house 9512116 '163 Jana Light' sold for 25506683
house 9713627 '528 Schmidt Parkway' sold for 17331425
house 8404113 '1559 Herman Meadow' sold for 23644628
house 8085477 '770 Waters Hill' sold for 22013694
house 8452311 '808 Nitzsche Motorway' sold for 15267903
house 8582921 '577 Dexter Burg' sold for 16254622
house 8770202 '1257 Cole Plain' sold for 7948275
house 9553811 '81714 Arielle Streets' sold for 20386002
house 9180533 '92344 Stroman Inlet' sold for 3762622
house 8496974 '4444 Kohler Walk' sold for 6414405
house 8032672 '9817 Darrick Crossing' sold for 11114619
house 7558041 '4781 Audreanne Gateway' sold for 19958535
house 9670848 '1080 Larkin Stream' sold for 4202812
house 9770288 '264 Hoppe Common' sold for 1582416
house 8397919 '914 Murazik Motorway' sold for 28272442
house 8781967 '2030 Lucile Harbor' sold for 6592289
house 8161206 '8450 Schneider Station' sold for 17424608
house 7683429 '9506 Schowalter Cliffs' sold for 3382941
house 7590608 '14806 Larkin Wells' sold for 20527744
house 7685275 '8520 Schroeder Brooks' sold for 27760280
house 8418993 '8892 Katelynn Springs' sold for 7718956
house 8747139 '52547 Favian Isle' sold for 9839069
house 9693926 '550 Ariane Square' sold for 20204927
house 8713629 '351 Tillman Lodge' sold for 17515899
house 7988627 '161 Loma Route' sold for 27069694
house 8459331 '678 Shayne Estate' sold for 4167821
house 8473266 '2912 Crona Wall' sold for 21155984
house 7848504 '318 Bechtelar Brook' sold for 7606848
house 9028665 '58628 Cecilia Shoal' sold for 13493954
house 7967214 '7202 Margaretta Plaza' sold for 7117422
house 8332859 '2747 Crona Island' sold for 13432797
house 8353502 '01468 Donnelly Lights' sold for 25346133
house 8391251 '9571 Konopelski Extension' sold for 7055503
house 9729921 '76558 Kimberly Isle' sold for 19673763
house 8555436 '926 McClure Port' sold for 5258580
house 8173681 '0006 Angelica Fort' sold for 28745746
house 9762559 '74454 Vicente Canyon' sold for 6825423
house 9700368 '44805 Dale Mission' sold for 12894589
house 9129173 '64706 Issac Skyway' sold for 26425659
house 7501604 '6524 Terrill Spurs' sold for 18325429
house 7567858 '7536 Will Spurs' sold for 10674304
house 7623345 '69405 Irving Pass' sold for 22223819
house 9928807 '684 Nikita Brook' sold for 2130218
house 7458062 '0707 Kaycee Trail' sold for 8052425
house 8473619 '160 Friesen Common' sold for 21345502
house 7879562 '78479 Erica Via' sold for 15169772
house 9293058 '40437 Dena Glen' sold for 21656795
house 9687921 '43604 Jeffrey Mountains' sold for 11408841
house 9291375 '37586 Peter Highway' sold for 16117917
house 8983160 '8611 Nader Pines' sold for 24181297
house 9809204 '440 Destinee Freeway' sold for 8532400
house 9629063 '87464 Lucy Divide' sold for 22623559
house 7610292 '56312 Stoltenberg Meadows' sold for 14906806
house 8378262 '0734 Ressie Plains' sold for 10444838
house 7904554 '08011 Rodriguez Squares' sold for 4194016
house 8842093 '573 Hiram Plain' sold for 17886532
house 8525365 '34540 Emerald Village' sold for 29152705
house 9109349 '841 Minerva Ville' sold for 10875639
house 9610619 '97326 Terrence Village' sold for 27208790
house 9504757 '15283 Tracy Stream' sold for 12254227
house 8289301 '599 Jensen Brook' sold for 21183317
house 8622540 '23945 Pacocha Ports' sold for 24639559
house 9871959 '4491 Michel Burgs' sold for 19992950
house 9028182 '56376 Ferry Ford' sold for 13702945
house 9785596 '9357 Alessia Park' sold for 26120979
house 9421504 '5837 O'Kon Square' sold for 6961704
house 8354426 '527 Adolph Valley' sold for 4174187
house 9056377 '21314 Karl Keys' sold for 10594262
